Ord,Date,Time,Flow,Hydro
68,12/28/1998,20:00,8579,Dec - 1999
69,12/28/1998,21:00,8461,Dec - 1999
70,12/28/1998,22:00,8163,Dec - 1999
71,12/28/1998,23:00,7866,Dec - 1999
72,12/29/1998,0:00,7568,Dec - 1999
73,12/29/1998,1:00,7270,Dec - 1999
74,12/29/1998,2:00,7152,Dec - 1999
75,12/29/1998,3:00,6948,Dec - 1999
76,12/29/1998,4:00,6788,Dec - 1999
77,12/29/1998,5:00,6662,Dec - 1999
78,12/29/1998,6:00,6501,Dec - 1999
79,12/29/1998,7:00,6266,Dec - 1999
80,12/29/1998,8:00,6018,Dec - 1999
81,12/29/1998,9:00,5887,Dec - 1999
82,12/29/1998,10:00,5705,Dec - 1999
83,12/29/1998,11:00,5395,Dec - 1999
84,12/29/1998,12:00,5150,Dec - 1999
85,12/29/1998,13:00,4968,Dec - 1999
86,12/29/1998,14:00,4881,Dec - 1999
87,12/29/1998,15:00,4738,Dec - 1999
88,12/29/1998,16:00,5019,Dec - 1999
89,12/29/1998,17:00,4937,Dec - 1999
90,12/29/1998,18:00,4861,Dec - 1999
91,12/29/1998,19:00,4779,Dec - 1999
92,12/29/1998,20:00,4688,Dec - 1999
93,12/29/1998,21:00,4619,Dec - 1999
94,12/29/1998,22:00,4531,Dec - 1999
95,12/29/1998,23:00,4428,Dec - 1999
96,12/30/1998,0:00,4331,Dec - 1999
97,12/30/1998,1:00,4271,Dec - 1999
98,12/30/1998,2:00,4208,Dec - 1999
99,12/30/1998,3:00,4150,Dec - 1999
100,12/30/1998,4:00,4101,Dec - 1999
101,12/30/1998,5:00,4112,Dec - 1999
102,12/30/1998,6:00,4094,Dec - 1999
103,12/30/1998,7:00,4043,Dec - 1999
104,12/30/1998,8:00,3994,Dec - 1999
105,12/30/1998,9:00,3949,Dec - 1999
106,12/30/1998,10:00,3899,Dec - 1999
107,12/30/1998,11:00,3844,Dec - 1999
108,12/30/1998,12:00,3798,Dec - 1999
109,12/30/1998,13:00,3748,Dec - 1999
110,12/30/1998,14:00,3692,Dec - 1999
111,12/30/1998,15:00,3645,Dec - 1999
112,12/30/1998,16:00,3594,Dec - 1999
113,12/30/1998,17:00,3539,Dec - 1999
114,12/30/1998,18:00,3492,Dec - 1999
115,12/30/1998,19:00,3440,Dec - 1999
116,12/30/1998,20:00,3384,Dec - 1999
117,12/30/1998,21:00,3347,Dec - 1999
118,12/30/1998,22:00,3336,Dec - 1999
119,12/30/1998,23:00,3315,Dec - 1999
120,12/31/1998,0:00,3294,Dec - 1999
121,12/31/1998,1:00,3278,Dec - 1999
122,12/31/1998,2:00,2962,Dec - 1999
123,12/31/1998,3:00,3271,Dec - 1999
124,12/31/1998,4:00,3259,Dec - 1999
125,12/31/1998,5:00,3251,Dec - 1999
126,12/31/1998,6:00,3237,Dec - 1999
127,12/31/1998,7:00,3224,Dec - 1999
128,12/31/1998,8:00,3216,Dec - 1999
129,12/31/1998,9:00,3198,Dec - 1999
130,12/31/1998,10:00,3184,Dec - 1999
131,12/31/1998,11:00,3171,Dec - 1999
132,12/31/1998,12:00,3163,Dec - 1999
133,12/31/1998,13:00,3150,Dec - 1999
134,12/31/1998,14:00,3138,Dec - 1999
135,12/31/1998,15:00,3125,Dec - 1999
136,12/31/1998,16:00,3113,Dec - 1999
137,12/31/1998,17:00,3100,Dec - 1999
138,12/31/1998,18:00,3093,Dec - 1999
139,12/31/1998,19:00,3081,Dec - 1999
140,12/31/1998,20:00,3059,Dec - 1999
141,12/31/1998,21:00,3047,Dec - 1999
142,12/31/1998,22:00,2996,Dec - 1999
143,12/31/1998,23:00,2973,Dec - 1999
144,1/1/1999,0:00,2939,Dec - 1999
145,1/1/1999,1:00,2906,Dec - 1999
146,1/1/1999,2:00,2883,Dec - 1999
147,1/1/1999,3:00,3149,Dec - 1999
148,1/1/1999,4:00,2790,Dec - 1999
149,1/1/1999,5:00,2747,Dec - 1999
150,1/1/1999,6:00,2713,Dec - 1999
151,1/1/1999,7:00,2680,Dec - 1999
152,1/1/1999,8:00,2648,Dec - 1999
153,1/1/1999,9:00,2615,Dec - 1999
154,1/1/1999,10:00,2587,Dec - 1999
155,1/1/1999,11:00,2554,Dec - 1999
156,1/1/1999,12:00,2521,Dec - 1999
157,1/1/1999,13:00,2488,Dec - 1999
158,1/1/1999,14:00,2455,Dec - 1999
159,1/1/1999,15:00,2422,Dec - 1999
160,1/1/1999,16:00,2393,Dec - 1999
161,1/1/1999,17:00,2360,Dec - 1999
162,1/1/1999,18:00,2322,Dec - 1999
163,1/1/1999,19:00,2289,Dec - 1999
164,1/1/1999,20:00,2257,Dec - 1999
165,1/1/1999,21:00,2237,Dec - 1999
166,1/1/1999,22:00,2191,Dec - 1999
167,1/1/1999,23:00,2192,Dec - 1999
168,1/2/1999,0:00,2150,Dec - 1999
169,1/2/1999,1:00,2118,Dec - 1999
170,1/2/1999,2:00,2095,Dec - 1999
171,1/2/1999,3:00,2062,Dec - 1999
172,1/2/1999,4:00,2034,Dec - 1999
173,1/2/1999,5:00,2015,Dec - 1999
174,1/2/1999,6:00,1997,Dec - 1999
175,1/2/1999,7:00,1974,Dec - 1999
176,1/2/1999,8:00,1956,Dec - 1999
177,1/2/1999,9:00,1937,Dec - 1999
178,1/2/1999,10:00,1918,Dec - 1999
179,1/2/1999,11:00,1900,Dec - 1999
180,1/2/1999,12:00,1881,Dec - 1999
181,1/2/1999,13:00,1862,Dec - 1999
182,1/2/1999,14:00,1843,Dec - 1999
183,1/2/1999,15:00,1824,Dec - 1999
184,1/2/1999,16:00,1800,Dec - 1999
185,1/2/1999,17:00,1780,Dec - 1999
186,1/2/1999,18:00,1761,Dec - 1999
187,1/2/1999,19:00,1746,Dec - 1999
188,1/2/1999,20:00,1697,Dec - 1999
189,1/2/1999,21:00,1677,Dec - 1999
190,1/2/1999,22:00,1643,Dec - 1999
191,1/2/1999,23:00,1639,Dec - 1999
192,1/3/1999,0:00,1621,Dec - 1999
193,1/3/1999,1:00,1588,Dec - 1999
194,1/3/1999,2:00,1594,Dec - 1999
195,1/3/1999,3:00,1576,Dec - 1999
196,1/3/1999,4:00,1558,Dec - 1999
197,1/3/1999,5:00,1544,Dec - 1999
198,1/3/1999,6:00,1526,Dec - 1999
199,1/3/1999,7:00,1512,Dec - 1999
200,1/3/1999,8:00,1498,Dec - 1999
201,1/3/1999,9:00,1483,Dec - 1999
202,1/3/1999,10:00,1465,Dec - 1999
203,1/3/1999,11:00,1450,Dec - 1999
204,1/3/1999,12:00,1436,Dec - 1999
205,1/3/1999,13:00,1417,Dec - 1999
206,1/3/1999,14:00,1403,Dec - 1999
207,1/3/1999,15:00,1384,Dec - 1999
208,1/3/1999,16:00,1370,Dec - 1999
209,1/3/1999,17:00,1356,Dec - 1999
210,1/3/1999,18:00,1342,Dec - 1999
211,1/3/1999,19:00,1323,Dec - 1999
212,1/3/1999,20:00,1289,Dec - 1999
213,1/3/1999,21:00,1314,Dec - 1999
214,1/3/1999,22:00,1293,Dec - 1999
215,1/3/1999,23:00,1304,Dec - 1999
