Reservoir,Elev,Stor
Cottage Grove,800.0,44000.0
Cottage Grove,801.0,45400.0
Cottage Grove,802.0,46700.0
Cottage Grove,803.0,48000.0
Cottage Grove,804.0,49400.0
Cottage Grove,805.0,50800.0
Cottage Grove,806.0,52220.0
Cottage Grove,807.0,53660.0
Cottage Grove,808.0,55140.0
Fall Creek,673.0,0.0
Fall Creek,674.0,13.0
Fall Creek,675.0,27.0
Fall Creek,676.0,40.0
Fall Creek,677.0,53.0
Fall Creek,678.0,66.0
Fall Creek,679.0,80.0
Fall Creek,680.0,93.0
Fall Creek,681.0,136.0
Fall Creek,682.0,184.0
Fall Creek,683.0,238.0
Fall Creek,684.0,299.0
Fall Creek,685.0,366.0
Fall Creek,686.0,440.0
Fall Creek,687.0,522.0
Fall Creek,688.0,611.0
Fall Creek,689.0,708.0
Fall Creek,690.0,814.0
Fall Creek,691.0,925.0
Fall Creek,692.0,1039.0
Fall Creek,693.0,1155.0
Fall Creek,694.0,1275.0
Fall Creek,695.0,1396.0
Fall Creek,696.0,1521.0
Fall Creek,697.0,1648.0
Fall Creek,698.0,1778.0
Fall Creek,699.0,1910.0
Fall Creek,700.0,2046.0
Fall Creek,701.0,2188.0
Fall Creek,702.0,2339.0
Fall Creek,703.0,2499.0
Fall Creek,704.0,2670.0
Fall Creek,705.0,2851.0
Fall Creek,706.0,3043.0
Fall Creek,707.0,3245.0
Fall Creek,708.0,3459.0
Fall Creek,709.0,3684.0
Fall Creek,710.0,3921.0
Fall Creek,711.0,4167.0
Fall Creek,712.0,4417.0
Fall Creek,713.0,4673.0
Fall Creek,714.0,4935.0
Fall Creek,715.0,5201.0
Fall Creek,716.0,5474.0
Fall Creek,717.0,5751.0
Fall Creek,718.0,6034.0
Fall Creek,719.0,6323.0
Fall Creek,720.0,6617.0
Fall Creek,721.0,6923.0
Fall Creek,722.0,7248.0
Fall Creek,723.0,7592.0
Fall Creek,724.0,7956.0
Fall Creek,725.0,8340.0
Fall Creek,726.0,8745.0
Fall Creek,727.0,9172.0
Fall Creek,728.0,9621.0
Fall Creek,729.0,10100.0
Fall Creek,730.0,10600.0
Fall Creek,731.0,11100.0
Fall Creek,732.0,11600.0
Fall Creek,733.0,12200.0
Fall Creek,734.0,12700.0
Fall Creek,735.0,13300.0
Fall Creek,736.0,13800.0
Fall Creek,737.0,14400.0
Fall Creek,738.0,15000.0
Fall Creek,739.0,15700.0
Fall Creek,740.0,16300.0
Fall Creek,741.0,16900.0
Fall Creek,742.0,17600.0
Fall Creek,743.0,18200.0
Fall Creek,744.0,18800.0
Fall Creek,745.0,19500.0
Fall Creek,746.0,20100.0
Fall Creek,747.0,20800.0
Fall Creek,748.0,21400.0
Fall Creek,749.0,22100.0
Fall Creek,750.0,22700.0
Fall Creek,751.0,23400.0
Fall Creek,752.0,24100.0
Fall Creek,753.0,24700.0
Fall Creek,754.0,25400.0
Fall Creek,755.0,26100.0
Fall Creek,756.0,26800.0
Fall Creek,757.0,27600.0
Fall Creek,758.0,28300.0
Fall Creek,759.0,29100.0
Fall Creek,760.0,29800.0
Fall Creek,761.0,30600.0
Fall Creek,762.0,31400.0
Fall Creek,763.0,32200.0
Fall Creek,764.0,33000.0
Fall Creek,765.0,33800.0
Fall Creek,766.0,34600.0
Fall Creek,767.0,35400.0
Fall Creek,768.0,36300.0
Fall Creek,769.0,37100.0
Fall Creek,770.0,38000.0
Fall Creek,771.0,38900.0
Fall Creek,772.0,39800.0
Fall Creek,773.0,40700.0
Fall Creek,774.0,41600.0
Fall Creek,775.0,42600.0
Fall Creek,776.0,43600.0
Fall Creek,777.0,44600.0
Fall Creek,778.0,45600.0
Fall Creek,779.0,46600.0
Fall Creek,780.0,47700.0
Fall Creek,781.0,48800.0
Fall Creek,782.0,49800.0
Fall Creek,783.0,50900.0
Fall Creek,784.0,52000.0
Fall Creek,785.0,53100.0
Fall Creek,786.0,54200.0
Fall Creek,787.0,55300.0
Fall Creek,788.0,56400.0
Fall Creek,789.0,57600.0
Fall Creek,790.0,58700.0
Fall Creek,791.0,59800.0
Fall Creek,792.0,61000.0
Fall Creek,793.0,62200.0
Fall Creek,794.0,63400.0
Fall Creek,795.0,64600.0
Fall Creek,796.0,65800.0
Fall Creek,797.0,67100.0
Fall Creek,798.0,68400.0
Fall Creek,799.0,69700.0
Fall Creek,800.0,71000.0
Fall Creek,801.0,72400.0
Fall Creek,802.0,73700.0
Fall Creek,803.0,75100.0
Fall Creek,804.0,76500.0
Fall Creek,805.0,77900.0
Fall Creek,806.0,79300.0
Fall Creek,807.0,80700.0
Fall Creek,808.0,82200.0
Fall Creek,809.0,83600.0
Fall Creek,810.0,85100.0
Fall Creek,811.0,86600.0
Fall Creek,812.0,88100.0
Fall Creek,813.0,89700.0
Fall Creek,814.0,91200.0
Fall Creek,815.0,92800.0
Fall Creek,816.0,94300.0
Fall Creek,817.0,95900.0
Fall Creek,818.0,97500.0
Fall Creek,819.0,99100.0
Fall Creek,820.0,100800.0
Fall Creek,821.0,102400.0
Fall Creek,822.0,104100.0
Fall Creek,823.0,105800.0
Fall Creek,824.0,107500.0
Fall Creek,825.0,109200.0
Fall Creek,826.0,110900.0
Fall Creek,827.0,112600.0
Fall Creek,828.0,114300.0
Fall Creek,829.0,116100.0
Fall Creek,830.0,117800.0
Fall Creek,831.0,119600.0
Fall Creek,832.0,121400.0
Fall Creek,833.0,123200.0
Fall Creek,834.0,125100.0
Fall Creek,835.0,127000.0
Fall Creek,836.0,128900.0
Fall Creek,837.0,130800.0
Fall Creek,838.0,132800.0
Fall Creek,839.0,134800.0
Fall Creek,840.0,136800.0
Lookout Point,688.0,0.0
Lookout Point,689.0,16.5
Lookout Point,690.0,33.0
Lookout Point,691.0,49.5
Lookout Point,692.0,66.0
Lookout Point,693.0,82.5
Lookout Point,694.0,99.0
Lookout Point,695.0,115.5
Lookout Point,696.0,132.0
Lookout Point,697.0,148.5
Lookout Point,698.0,165.0
Lookout Point,699.0,181.5
Lookout Point,700.0,198.0
Lookout Point,701.0,320.0
Lookout Point,702.0,447.0
Lookout Point,703.0,581.0
Lookout Point,704.0,720.0
Lookout Point,705.0,865.0
Lookout Point,706.0,1017.0
Lookout Point,707.0,1174.0
Lookout Point,708.0,1339.0
Lookout Point,709.0,1510.0
Lookout Point,710.0,1687.0
Lookout Point,711.0,1872.0
Lookout Point,712.0,2063.0
Lookout Point,713.0,2261.0
Lookout Point,714.0,2467.0
Lookout Point,715.0,2680.0
Lookout Point,716.0,2901.0
Lookout Point,717.0,3129.0
Lookout Point,718.0,3365.0
Lookout Point,719.0,3609.0
Lookout Point,720.0,3861.0
Lookout Point,721.0,4122.0
Lookout Point,722.0,4392.0
Lookout Point,723.0,4671.0
Lookout Point,724.0,4960.0
Lookout Point,725.0,5259.0
Lookout Point,726.0,5568.0
Lookout Point,727.0,5887.0
Lookout Point,728.0,6216.0
Lookout Point,729.0,6556.0
Lookout Point,730.0,6906.0
Lookout Point,731.0,7268.0
Lookout Point,732.0,7640.0
Lookout Point,733.0,8023.0
Lookout Point,734.0,8418.0
Lookout Point,735.0,8824.0
Lookout Point,736.0,9242.0
Lookout Point,737.0,9671.0
Lookout Point,738.0,10100.0
Lookout Point,739.0,10600.0
Lookout Point,740.0,11000.0
Lookout Point,741.0,11500.0
Lookout Point,742.0,12000.0
Lookout Point,743.0,12500.0
Lookout Point,744.0,13000.0
Lookout Point,745.0,13600.0
Lookout Point,746.0,14100.0
Lookout Point,747.0,14700.0
Lookout Point,748.0,15300.0
Lookout Point,749.0,15900.0
Lookout Point,750.0,16500.0
Lookout Point,751.0,17200.0
Lookout Point,752.0,17800.0
Lookout Point,753.0,18500.0
Lookout Point,754.0,19200.0
Lookout Point,755.0,19900.0
Lookout Point,756.0,20700.0
Lookout Point,757.0,21400.0
Lookout Point,758.0,22200.0
Lookout Point,759.0,23000.0
Lookout Point,760.0,23800.0
Lookout Point,761.0,24600.0
Lookout Point,762.0,25400.0
Lookout Point,763.0,26300.0
Lookout Point,764.0,27200.0
Lookout Point,765.0,28100.0
Lookout Point,766.0,29000.0
Lookout Point,767.0,30000.0
Lookout Point,768.0,30900.0
Lookout Point,769.0,31900.0
Lookout Point,770.0,32900.0
Lookout Point,771.0,33900.0
Lookout Point,772.0,35000.0
Lookout Point,773.0,36000.0
Lookout Point,774.0,37100.0
Lookout Point,775.0,38200.0
Lookout Point,776.0,39400.0
Lookout Point,777.0,40500.0
Lookout Point,778.0,41700.0
Lookout Point,779.0,42900.0
Lookout Point,780.0,44100.0
Lookout Point,781.0,45300.0
Lookout Point,782.0,46600.0
Lookout Point,783.0,47900.0
Lookout Point,784.0,49200.0
Lookout Point,785.0,50500.0
Lookout Point,786.0,51800.0
Lookout Point,787.0,53200.0
Lookout Point,788.0,54500.0
Lookout Point,789.0,55900.0
Lookout Point,790.0,57300.0
Lookout Point,791.0,58800.0
Lookout Point,792.0,60200.0
Lookout Point,793.0,61700.0
Lookout Point,794.0,63200.0
Lookout Point,795.0,64700.0
Lookout Point,796.0,66200.0
Lookout Point,797.0,67800.0
Lookout Point,798.0,69300.0
Lookout Point,799.0,70900.0
Lookout Point,800.0,72600.0
Lookout Point,801.0,74200.0
Lookout Point,802.0,75800.0
Lookout Point,803.0,77500.0
Lookout Point,804.0,79200.0
Lookout Point,805.0,80900.0
Lookout Point,806.0,82600.0
Lookout Point,807.0,84300.0
Lookout Point,808.0,86100.0
Lookout Point,809.0,87900.0
Lookout Point,810.0,89600.0
Lookout Point,811.0,91500.0
Lookout Point,812.0,93300.0
Lookout Point,813.0,95100.0
Lookout Point,814.0,97000.0
Lookout Point,815.0,98900.0
Lookout Point,816.0,100800.0
Lookout Point,817.0,102700.0
Lookout Point,818.0,104600.0
Lookout Point,819.0,106600.0
Lookout Point,820.0,108600.0
Lookout Point,821.0,110600.0
Lookout Point,822.0,112600.0
Lookout Point,823.0,114600.0
Lookout Point,824.0,116700.0
Lookout Point,825.0,118800.0
Lookout Point,826.0,120900.0
Lookout Point,827.0,123000.0
Lookout Point,828.0,125100.0
Lookout Point,829.0,127300.0
Lookout Point,830.0,129500.0
Lookout Point,831.0,131700.0
Lookout Point,832.0,133900.0
Lookout Point,833.0,136100.0
Lookout Point,834.0,138400.0
Lookout Point,835.0,140700.0
Lookout Point,836.0,143000.0
Lookout Point,837.0,145300.0
Lookout Point,838.0,147700.0
Lookout Point,839.0,150100.0
Lookout Point,840.0,152500.0
Lookout Point,841.0,154900.0
Lookout Point,842.0,157300.0
Lookout Point,843.0,159800.0
Lookout Point,844.0,162300.0
Lookout Point,845.0,164800.0
Lookout Point,846.0,167300.0
Lookout Point,847.0,169900.0
Lookout Point,848.0,172500.0
Lookout Point,849.0,175100.0
Lookout Point,850.0,177700.0
Lookout Point,851.0,180400.0
Lookout Point,852.0,183100.0
Lookout Point,853.0,185800.0
Lookout Point,854.0,188500.0
Lookout Point,855.0,191300.0
Lookout Point,856.0,194100.0
Lookout Point,857.0,196900.0
Lookout Point,858.0,199700.0
Lookout Point,859.0,202600.0
Lookout Point,860.0,205500.0
Lookout Point,861.0,208400.0
Lookout Point,862.0,211300.0
Lookout Point,863.0,214300.0
Lookout Point,864.0,217200.0
Lookout Point,865.0,220200.0
Lookout Point,866.0,223300.0
Lookout Point,867.0,226300.0
Lookout Point,868.0,229400.0
Lookout Point,869.0,232400.0
Lookout Point,870.0,235500.0
Lookout Point,871.0,238700.0
Lookout Point,872.0,241800.0
Lookout Point,873.0,245000.0
Lookout Point,874.0,248200.0
Lookout Point,875.0,251400.0
Lookout Point,876.0,254700.0
Lookout Point,877.0,257900.0
Lookout Point,878.0,261200.0
Lookout Point,879.0,264500.0
Lookout Point,880.0,267800.0
Lookout Point,881.0,271200.0
Lookout Point,882.0,274600.0
Lookout Point,883.0,278000.0
Lookout Point,884.0,281400.0
Lookout Point,885.0,284800.0
Lookout Point,886.0,288300.0
Lookout Point,887.0,291800.0
Lookout Point,888.0,295300.0
Lookout Point,889.0,298800.0
Lookout Point,890.0,302300.0
Lookout Point,891.0,305900.0
Lookout Point,892.0,309500.0
Lookout Point,893.0,313100.0
Lookout Point,894.0,316700.0
Lookout Point,895.0,320300.0
Lookout Point,896.0,324000.0
Lookout Point,897.0,327700.0
Lookout Point,898.0,331400.0
Lookout Point,899.0,335100.0
Lookout Point,900.0,338900.0
Lookout Point,901.0,342700.0
Lookout Point,902.0,346500.0
Lookout Point,903.0,350300.0
Lookout Point,904.0,354100.0
Lookout Point,905.0,357900.0
Lookout Point,906.0,361800.0
Lookout Point,907.0,365700.0
Lookout Point,908.0,369600.0
Lookout Point,909.0,373500.0
Lookout Point,910.0,377400.0
Lookout Point,911.0,381400.0
Lookout Point,912.0,385400.0
Lookout Point,913.0,389400.0
Lookout Point,914.0,393400.0
Lookout Point,915.0,397400.0
Lookout Point,916.0,401400.0
Lookout Point,917.0,405500.0
Lookout Point,918.0,409600.0
Lookout Point,919.0,413700.0
Lookout Point,920.0,417800.0
Lookout Point,921.0,422000.0
Lookout Point,922.0,426100.0
Lookout Point,923.0,430300.0
Lookout Point,924.0,434500.0
Lookout Point,925.0,438700.0
Lookout Point,926.0,443000.0
Lookout Point,927.0,447300.0
Lookout Point,928.0,451500.0
Lookout Point,929.0,455800.0
Lookout Point,930.0,460200.0
Lookout Point,931.0,464500.0
Lookout Point,932.0,468900.0
Lookout Point,933.0,473300.0
Lookout Point,934.0,477700.0
Lookout Point,935.0,482100.0
Lookout Point,936.0,486500.0
Lookout Point,937.0,491000.0
Lookout Point,938.0,495500.0
Lookout Point,939.0,500000.0
Lookout Point,940.0,504500.0
Dexter,634.0,0.0
Dexter,635.0,6.0
Dexter,636.0,12.0
Dexter,637.0,18.0
Dexter,638.0,24.0
Dexter,639.0,30.0
Dexter,640.0,36.0
Dexter,641.0,75.0
Dexter,642.0,120.0
Dexter,643.0,171.0
Dexter,644.0,229.0
Dexter,645.0,294.0
Dexter,646.0,372.0
Dexter,647.0,470.0
Dexter,648.0,589.0
Dexter,649.0,733.0
Dexter,650.0,903.0
Dexter,651.0,1091.0
Dexter,652.0,1288.0
Dexter,653.0,1493.0
Dexter,654.0,1708.0
Dexter,655.0,1931.0
Dexter,656.0,2168.0
Dexter,657.0,2424.0
Dexter,658.0,2699.0
Dexter,659.0,2993.0
Dexter,660.0,3309.0
Dexter,661.0,3647.0
Dexter,662.0,4008.0
Dexter,663.0,4394.0
Dexter,664.0,4805.0
Dexter,665.0,5243.0
Dexter,666.0,5705.0
Dexter,667.0,6188.0
Dexter,668.0,6694.0
Dexter,669.0,7223.0
Dexter,670.0,7775.0
Dexter,671.0,8343.0
Dexter,672.0,8917.0
Dexter,673.0,9499.0
Dexter,674.0,10100.0
Dexter,675.0,10700.0
Dexter,676.0,11300.0
Dexter,677.0,11900.0
Dexter,678.0,12600.0
Dexter,679.0,13300.0
Dexter,680.0,14000.0
Dexter,681.0,14800.0
Dexter,682.0,15500.0
Dexter,683.0,16300.0
Dexter,684.0,17200.0
Dexter,685.0,18000.0
Dexter,686.0,18900.0
Dexter,687.0,19800.0
Dexter,688.0,20700.0
Dexter,689.0,21600.0
Dexter,690.0,22500.0
Dexter,691.0,23400.0
Dexter,692.0,24400.0
Dexter,693.0,25400.0
Dexter,694.0,26300.0
Dexter,695.0,27300.0
Dexter,696.0,28300.0
Dexter,697.0,29300.0
Dexter,698.0,30300.0
Dexter,699.0,31400.0
Dexter,700.0,32400.0
Hills Creek,1244.0,0.0
Hills Creek,1308.0,10000.0
Hills Creek,1326.0,20000.0
Hills Creek,1340.0,30000.0
Hills Creek,1352.0,40000.0
Hills Creek,1360.0,47500.0
Hills Creek,1361.0,48350.0
Hills Creek,1362.0,49200.0
Hills Creek,1363.0,50050.0
Hills Creek,1364.0,50900.0
Hills Creek,1365.0,51750.0
Hills Creek,1366.0,52600.0
Hills Creek,1367.0,53500.0
Hills Creek,1368.0,54500.0
Hills Creek,1369.0,55500.0
Hills Creek,1370.0,56400.0
Hills Creek,1371.0,57400.0
Hills Creek,1372.0,58400.0
Hills Creek,1373.0,59400.0
Hills Creek,1374.0,60400.0
Hills Creek,1375.0,61400.0
Hills Creek,1376.0,62400.0
Hills Creek,1377.0,63400.0
Hills Creek,1378.0,64500.0
Hills Creek,1379.0,65500.0
Hills Creek,1380.0,66600.0
Hills Creek,1381.0,67600.0
Hills Creek,1382.0,68700.0
Hills Creek,1383.0,69800.0
Hills Creek,1384.0,70800.0
Hills Creek,1385.0,71900.0
Hills Creek,1386.0,73000.0
Hills Creek,1387.0,74100.0
Hills Creek,1388.0,75200.0
Hills Creek,1389.0,76300.0
Hills Creek,1390.0,77500.0
Hills Creek,1391.0,78600.0
Hills Creek,1392.0,79700.0
Hills Creek,1393.0,80900.0
Hills Creek,1394.0,82000.0
Hills Creek,1395.0,83200.0
Hills Creek,1396.0,84400.0
Hills Creek,1397.0,85600.0
Hills Creek,1398.0,86700.0
Hills Creek,1399.0,87900.0
Hills Creek,1400.0,89100.0
Hills Creek,1401.0,90400.0
Hills Creek,1402.0,91600.0
Hills Creek,1403.0,92800.0
Hills Creek,1404.0,94000.0
Hills Creek,1405.0,95300.0
Hills Creek,1406.0,96500.0
Hills Creek,1407.0,97700.0
Hills Creek,1408.0,99000.0
Hills Creek,1409.0,100300.0
Hills Creek,1410.0,101500.0
Hills Creek,1411.0,102800.0
Hills Creek,1412.0,104100.0
Hills Creek,1413.0,105400.0
Hills Creek,1414.0,106700.0
Hills Creek,1415.0,108000.0
Hills Creek,1416.0,109300.0
Hills Creek,1417.0,110600.0
Hills Creek,1418.0,111900.0
Hills Creek,1419.0,113300.0
Hills Creek,1420.0,114600.0
Hills Creek,1421.0,115900.0
Hills Creek,1422.0,117300.0
Hills Creek,1423.0,118600.0
Hills Creek,1424.0,120000.0
Hills Creek,1425.0,121400.0
Hills Creek,1426.0,122800.0
Hills Creek,1427.0,124200.0
Hills Creek,1428.0,125600.0
Hills Creek,1429.0,127000.0
Hills Creek,1430.0,128400.0
Hills Creek,1431.0,129800.0
Hills Creek,1432.0,131300.0
Hills Creek,1433.0,132700.0
Hills Creek,1434.0,134200.0
Hills Creek,1435.0,135600.0
Hills Creek,1436.0,137100.0
Hills Creek,1437.0,138600.0
Hills Creek,1438.0,140000.0
Hills Creek,1439.0,141500.0
Hills Creek,1440.0,143000.0
Hills Creek,1441.0,144600.0
Hills Creek,1442.0,146100.0
Hills Creek,1443.0,147600.0
Hills Creek,1444.0,149100.0
Hills Creek,1445.0,150700.0
Hills Creek,1446.0,152200.0
Hills Creek,1447.0,153800.0
Hills Creek,1448.0,155400.0
Hills Creek,1449.0,157000.0
Hills Creek,1450.0,158500.0
Hills Creek,1451.0,160100.0
Hills Creek,1452.0,161700.0
Hills Creek,1453.0,163400.0
Hills Creek,1454.0,165000.0
Hills Creek,1455.0,166600.0
Hills Creek,1456.0,168300.0
Hills Creek,1457.0,169900.0
Hills Creek,1458.0,171600.0
Hills Creek,1459.0,173200.0
Hills Creek,1460.0,174900.0
Hills Creek,1461.0,176600.0
Hills Creek,1462.0,178300.0
Hills Creek,1463.0,180000.0
Hills Creek,1464.0,181700.0
Hills Creek,1465.0,183500.0
Hills Creek,1466.0,185200.0
Hills Creek,1467.0,187000.0
Hills Creek,1468.0,188800.0
Hills Creek,1469.0,190500.0
Hills Creek,1470.0,192300.0
Hills Creek,1471.0,194100.0
Hills Creek,1472.0,196000.0
Hills Creek,1473.0,197800.0
Hills Creek,1474.0,199600.0
Hills Creek,1475.0,201500.0
Hills Creek,1476.0,203400.0
Hills Creek,1477.0,205200.0
Hills Creek,1478.0,207100.0
Hills Creek,1479.0,209100.0
Hills Creek,1480.0,211000.0
Hills Creek,1481.0,212900.0
Hills Creek,1482.0,214800.0
Hills Creek,1483.0,216800.0
Hills Creek,1484.0,218800.0
Hills Creek,1485.0,220700.0
Hills Creek,1486.0,222700.0
Hills Creek,1487.0,224700.0
Hills Creek,1488.0,226800.0
Hills Creek,1489.0,228800.0
Hills Creek,1490.0,230800.0
Hills Creek,1491.0,232900.0
Hills Creek,1492.0,234900.0
Hills Creek,1493.0,237000.0
Hills Creek,1494.0,239100.0
Hills Creek,1495.0,241200.0
Hills Creek,1496.0,243300.0
Hills Creek,1497.0,245400.0
Hills Creek,1498.0,247600.0
Hills Creek,1499.0,249700.0
Hills Creek,1500.0,251900.0
Hills Creek,1501.0,254000.0
Hills Creek,1502.0,256200.0
Hills Creek,1503.0,258400.0
Hills Creek,1504.0,260600.0
Hills Creek,1505.0,262800.0
Hills Creek,1506.0,265000.0
Hills Creek,1507.0,267300.0
Hills Creek,1508.0,269500.0
Hills Creek,1509.0,271800.0
Hills Creek,1510.0,274000.0
Hills Creek,1511.0,276300.0
Hills Creek,1512.0,278600.0
Hills Creek,1513.0,280900.0
Hills Creek,1514.0,283200.0
Hills Creek,1515.0,285500.0
Hills Creek,1516.0,287800.0
Hills Creek,1517.0,290200.0
Hills Creek,1518.0,292500.0
Hills Creek,1519.0,294900.0
Hills Creek,1520.0,297200.0
Hills Creek,1521.0,299600.0
Hills Creek,1522.0,302000.0
Hills Creek,1523.0,304400.0
Hills Creek,1524.0,306800.0
Hills Creek,1525.0,309200.0
Hills Creek,1526.0,311700.0
Hills Creek,1527.0,314100.0
Hills Creek,1528.0,316600.0
Hills Creek,1529.0,319100.0
Hills Creek,1530.0,321600.0
Hills Creek,1531.0,324100.0
Hills Creek,1532.0,326600.0
Hills Creek,1533.0,329200.0
Hills Creek,1534.0,331700.0
Hills Creek,1535.0,334300.0
Hills Creek,1536.0,336900.0
Hills Creek,1537.0,339500.0
Hills Creek,1538.0,342100.0
Hills Creek,1539.0,344700.0
Hills Creek,1540.0,347300.0
Hills Creek,1541.0,350000.0
Hills Creek,1542.0,352800.0
Hills Creek,1543.0,355600.0
Hills Creek,1544.0,358400.0
Hills Creek,1545.0,361400.0
Hills Creek,1546.0,364400.0
Hills Creek,1547.0,367500.0
Hills Creek,1548.0,370600.0
Hills Creek,1549.0,373800.0
Hills Creek,1550.0,377100.0
Hills Creek,1551.0,380500.0
Hills Creek,1552.0,383900.0
Hills Creek,1553.0,387400.0
Hills Creek,1554.0,391000.0
Hills Creek,1555.0,394600.0
Hills Creek,1556.0,398400.0
Hills Creek,1557.0,402200.0
Hills Creek,1558.0,406100.0
Hills Creek,1559.0,410000.0
Hills Creek,1560.0,414100.0
