DT,Precip,Met,Gage
"08Jan3000, 14:00",0,Nov1996,SK04
"08Jan3000, 15:00",0,Nov1996,SK04
"08Jan3000, 16:00",0,Nov1996,SK04
"08Jan3000, 17:00",0.01,Nov1996,SK04
"08Jan3000, 18:00",0.04,Nov1996,SK04
"08Jan3000, 19:00",0.03,Nov1996,SK04
"08Jan3000, 20:00",0.03,Nov1996,SK04
"08Jan3000, 21:00",0.04,Nov1996,SK04
"08Jan3000, 22:00",0.05,Nov1996,SK04
"08Jan3000, 23:00",0.1,Nov1996,SK04
"09Jan3000, 00:00",0.07,Nov1996,SK04
"09Jan3000, 01:00",0.05,Nov1996,SK04
"09Jan3000, 02:00",0.02,Nov1996,SK04
"09Jan3000, 03:00",0.01,Nov1996,SK04
"09Jan3000, 04:00",0.01,Nov1996,SK04
"09Jan3000, 05:00",0.01,Nov1996,SK04
"09Jan3000, 06:00",0.04,Nov1996,SK04
"09Jan3000, 07:00",0.04,Nov1996,SK04
"09Jan3000, 08:00",0.03,Nov1996,SK04
"09Jan3000, 09:00",0.03,Nov1996,SK04
"09Jan3000, 10:00",0.01,Nov1996,SK04
"09Jan3000, 11:00",0,Nov1996,SK04
"09Jan3000, 12:00",0,Nov1996,SK04
"09Jan3000, 13:00",0.01,Nov1996,SK04
"09Jan3000, 14:00",0.01,Nov1996,SK04
"09Jan3000, 15:00",0.02,Nov1996,SK04
"09Jan3000, 16:00",0.01,Nov1996,SK04
"09Jan3000, 17:00",0.01,Nov1996,SK04
"09Jan3000, 18:00",0.01,Nov1996,SK04
"09Jan3000, 19:00",0.01,Nov1996,SK04
"09Jan3000, 20:00",0.01,Nov1996,SK04
"09Jan3000, 21:00",0.01,Nov1996,SK04
"09Jan3000, 22:00",0.01,Nov1996,SK04
"09Jan3000, 23:00",0.01,Nov1996,SK04
